Unnamed: 0,categories,num_of_categories,num_of_houses,MAE_relevant_houses,MSE_relevant_houses,RMSE_relevant_houses,R2_relevant_houses,MAE_all_houses,MSE_all_houses,RMSE_all_houses,R2_all_houses,MAE_home9,MSE_home9,RMSE_home9,R2_home9,MAE_home114,MSE_home114,RMSE_home114,R2_home114,MAE_home5,MSE_home5,RMSE_home5,R2_home5,MAE_home89,MSE_home89,RMSE_home89,R2_home89,MAE_home17,MSE_home17,RMSE_home17,R2_home17,MAE_home63,MSE_home63,RMSE_home63,R2_home63,MAE_home2,MSE_home2,RMSE_home2,R2_home2,MAE_home101,MSE_home101,RMSE_home101,R2_home101,MAE_home14,MSE_home14,RMSE_home14,R2_home14,MAE_home95,MSE_home95,RMSE_home95,R2_home95,MAE_home111,MSE_home111,RMSE_home111,R2_home111,MAE_home67,MSE_home67,RMSE_home67,R2_home67,MAE_home77,MSE_home77,RMSE_home77,R2_home77,MAE_home43,MSE_home43,RMSE_home43,R2_home43,MAE_home86,MSE_home86,RMSE_home86,R2_home86,MAE_home90,MSE_home90,RMSE_home90,R2_home90,MAE_home47,MSE_home47,RMSE_home47,R2_home47,MAE_home110,MSE_home110,RMSE_home110,R2_home110,MAE_home93,MSE_home93,RMSE_home93,R2_home93,MAE_home53,MSE_home53,RMSE_home53,R2_home53,MAE_home34,MSE_home34,RMSE_home34,R2_home34,MAE_home51,MSE_home51,RMSE_home51,R2_home51,MAE_home106,MSE_home106,RMSE_home106,R2_home106,MAE_home46,MSE_home46,RMSE_home46,R2_home46,MAE_home79,MSE_home79,RMSE_home79,R2_home79,MAE_home55,MSE_home55,RMSE_home55,R2_home55,MAE_home65,MSE_home65,RMSE_home65,R2_home65,MAE_home13,MSE_home13,RMSE_home13,R2_home13
transformer_absorption_houses_1,absorption,1,1,1.0154254968998704,12.256207188097058,3.50088662885519,-0.0041402835372288,1.9402697387734733,45.8338117340021,6.141393654160369,-0.0403248894690486,1.0154254968998704,12.256207188097058,3.50088662885519,-0.0041402835372288,0.7483687427947058,3.279949458315098,1.8110630740852447,-0.1170278732051819,2.5222503202315805,66.71498481172421,8.16792414336251,-0.0303666048982704,2.2235496562615,63.86288822067292,7.991425919113117,-0.0186577627703881,0.733192606956827,1.9491683716026604,1.396126201889593,-0.1792604532069375,2.177412681215158,31.258369028381928,5.590918442293889,-0.0500444733765552,1.289523175940962,20.187898517676874,4.493094536917388,-0.004769865969022,3.066418005909082,71.84929824841444,8.476396536761033,-0.0645758704649368,3.2490608110678507,113.13549689476486,10.636517141187,-0.0458900114715541,1.1613294554201048,19.71933453559716,4.440645734079353,-0.0026385405276165,1.114254870923982,10.031492295012892,3.167253115084567,-0.0059963095006814,2.184232889974969,52.35730971909519,7.235835108617056,-0.0223454173119808,0.737018097485359,2.33290319780014,1.5273844302598285,-0.1405155847695771,3.145291732964574,113.77070278078952,10.666335021027116,-0.0398684523970975,1.6528727721511969,17.189169450491338,4.145982326360224,-0.0280360828463461,1.3896187312351562,23.774155637823952,4.87587485871243,-0.0017295209531122,0.8110018729471171,5.747683082721466,2.397432602331391,-0.0409263844619502,1.611264101170328,53.5608855398171,7.318530285502486,-0.0040942796276617,2.841946095180617,73.9745455463253,8.600845629723004,-0.0472104374874975,2.8333711619037425,82.42708531870093,9.078936353929404,-0.0387192373498361,1.3848236569762709,34.63793437798426,5.885400103475061,-0.0018000146319769,0.9450537491647742,5.901528153959314,2.4293061054464324,-0.0111548658562645,2.435282688340232,56.89263509711155,7.542720669434309,-0.0369233934617549,3.109716139346653,97.82271056477347,9.890536414410164,-0.0439950495499823,2.0436882511065364,43.10656050526071,6.56555865903738,-0.0219869855201635,1.4993819521668532,27.854217725569093,5.277709515080296,-0.004139943114314,3.5939693605281104,93.50898267953312,9.670004275052474,-0.0804646214207536,2.8082336093931515,84.24263160404203,9.178378484462383,-0.0418185854447197
transformer_blr_mod_lvl_houses_1,blr_mod_lvl,1,1,1.1821869045553437,12.565917807559416,3.5448438340157407,-0.0295146024002124,2.100210946194342,45.76128796369121,6.152577828226201,-0.060789899095657,1.1821869045553437,12.565917807559416,3.5448438340157407,-0.0295146024002124,0.9167552769513236,3.5529307616794585,1.884921951084304,-0.2099950754737636,2.672400973069992,66.29900607419285,8.142420160750294,-0.0239421022065617,2.3946630307039456,63.90541228545586,7.994086081939314,-0.0193360513649398,0.8974039363750763,2.267021358026006,1.5056630957906905,-0.3715637258660564,2.323602052073987,31.35181942211484,5.599269543620386,-0.0531836988871667,1.4494185975807417,20.25610105323616,4.500677843751556,-0.0081643675043323,3.198500557517124,71.4983917281788,8.455672163002703,-0.0593765627007822,3.42017966852157,112.1095944881076,10.588181831084484,-0.0364059758742671,1.3438864570113616,20.20254459906464,4.494724084864902,-0.0272075761575281,1.2599527431111357,10.107575722122425,3.179241375253289,-0.0136262457689306,2.317061026929535,51.80609866485207,7.1976453555904,-0.0115822956332665,0.908825681748648,2.6511147924651257,1.6282244293908397,-0.2960836697685676,3.3227564664895577,113.88843140929616,10.671852295140528,-0.0409444964377481,1.7822223327542048,17.220457129511516,4.149753863726319,-0.0299073113006376,1.5510459268153087,23.77962099655097,4.876435275542061,-0.0019598051013074,1.0001872668159433,6.116583998002128,2.473172860517867,-0.107735686652306,1.7938696586203984,53.8311666265462,7.336972579105513,-0.0091611804143219,2.9369258092228945,73.19167290088545,8.555213200200534,-0.0361278090039858,2.986453397072684,81.98174908668433,9.05437734395272,-0.0331072554448992,1.5590636783697585,34.747533113898314,5.894703819014007,-0.0049698345768927,1.1602932789822966,6.152856247493465,2.4804951617557056,-0.0542168691330069,2.600895899823307,56.85621793974211,7.540306223207524,-0.0362596554869596,3.2781418132255897,97.4091137239376,9.869605550574835,-0.0395810126473994,2.18917912236945,42.945278929273584,6.553264753485363,-0.0181632596248471,1.6773334214983642,28.47558822557763,5.336252264049895,-0.0265402468916249,3.733789468183252,92.23990169569322,9.604160645037815,-0.0658008205166571,2.948912047048785,83.90636220320616,9.160041604884016,-0.037659981839428
transformer_insulation_houses_1,insulation,1,1,1.0612370856908098,12.280491830489517,3.5043532685061187,-0.0061299029458745,1.985718256071585,45.67395365624004,6.133767172459179,-0.0410641016079995,1.0612370856908098,12.280491830489517,3.5043532685061187,-0.0061299029458745,0.776297584588256,3.291366168182734,1.8142122720847007,-0.1209159767581731,2.5811179692019075,66.74913264329103,8.170014237643104,-0.0308939944401402,2.294946770717002,63.65347547299266,7.978312821204284,-0.015317482883415,0.8002338225377,2.023912624456991,1.4226428309512515,-0.2244812472542177,2.211101417390549,31.136984340053367,5.580052359974176,-0.045966867119614,1.3138382660951922,20.00459347455861,4.472649491583105,0.0043533908892142,3.105108805857644,71.46815434230244,8.453883979704385,-0.0589285417433962,3.312940697191229,112.30498864512968,10.597404807080348,-0.0382123125478794,1.229665220372774,19.84494783737793,4.454766866781911,-0.0090254060347376,1.1337747446499111,9.9406123506647,3.1528736655097203,0.0031174779531849,2.219338587505924,51.72683082598248,7.192136735767923,-0.0100344866980239,0.779598610871199,2.4107060632331305,1.5526448606275456,-0.1785520453693159,3.186919031292986,113.5596968049249,10.656439217905993,-0.0379398499343708,1.6750388988558664,17.246403310803714,4.152878918389472,-0.0314590797358398,1.4285198603633331,23.71426324757548,4.869729278674069,0.0007940586980533,0.8690195426317917,5.815676878065108,2.411571454065814,-0.0532403089658863,1.6662399822774006,53.56950334827738,7.319119028153414,-0.0042558358097732,2.832991035909266,73.62209441948,8.580331836210066,-0.0422210117869552,2.873619964828521,82.0767098104404,9.059619738732987,-0.0343039195047605,1.4316672394088834,34.698227869694875,5.890520169704445,-0.0035438259175795,1.045086429862357,5.857935955279294,2.4203173253272583,-0.0036858743241607,2.4913089621606086,56.84574128222548,7.539611480854002,-0.0360687082537127,3.156666053892488,97.61310717017172,9.879934573172624,-0.041758095522959,2.070536491153581,42.87421996006962,6.54784086245761,-0.0164785661378192,1.555213748098483,27.8810279771428,5.280248855607357,-0.0051064482503127,3.6476454511978247,92.57585274267451,9.621634619058996,-0.0696826210709082,2.8504388954008864,84.08404497918046,9.169735273124326,-0.039857363554614
transformer_t_out_houses_1,t_out,1,1,1.0034710508907956,12.328413092279474,3.5111840014843247,-0.0100560498086417,1.943669681721709,45.90899042012372,6.148295491766492,-0.0447044093128251,1.0034710508907956,12.328413092279474,3.5111840014843247,-0.0100560498086417,0.7136625430235649,3.2816519390164687,1.8115330355851835,-0.1176076743335921,2.587889497252086,67.12203596189883,8.19280391330702,-0.0366532272037247,2.3427198716004987,63.35821406096039,7.959787312545504,-0.0106078567172189,0.7442606515528366,2.035616216535012,1.4267502292044714,-0.2315620020515516,2.1532814045327733,31.28069181090768,5.59291442907074,-0.0507943498144602,1.267855712850145,20.21695399729256,4.496326722702939,-0.0062159833216579,3.070777476746289,71.87372555302682,8.477837315791499,-0.0649378046759179,3.283383232639015,113.2892064223046,10.64374024590532,-0.0473109913048965,1.1495010243264852,19.713652522144766,4.440005914652002,-0.0023496359672205,1.0885127553680785,10.096032243952322,3.177425411233492,-0.0124686217488552,2.20889017044216,52.39392872456404,7.238365058807413,-0.0230604516143304,0.7249611044234944,2.362653926150597,1.5370926862588985,-0.1550601956964084,3.1297071304555715,113.89976414058128,10.672383245582088,-0.0410480780229409,1.647510766674088,17.41075042919147,4.172619133013637,-0.0412882205969422,1.3776652046026954,23.910190051378457,4.889804704830088,-0.0074613622853385,0.805899299456532,5.750957811713879,2.398115470888314,-0.0415194498347604,1.5920884015571022,53.6343100004769,7.323544906701733,-0.0054707520326482,2.829452889447132,74.29377378065425,8.619383607930109,-0.0517295478985428,2.818147140598763,82.68401160825857,9.093074925912498,-0.0419569386286464,1.3680217164562154,34.86466069453946,5.90463044521327,-0.0083574041334302,0.9905466351207524,5.892533482616344,2.427454115450248,-0.009613738633315,2.4498647430700493,56.96923498069619,7.547796697096192,-0.0383195005517034,3.101009385432203,97.99077271645814,9.89902887744339,-0.0457886622332113,2.019943826672321,43.218255803858405,6.574059309426589,-0.0246351007994443,1.4698450143923656,27.833985276016456,5.27579238371038,-0.0034105666535422,3.6656217422918536,93.2275878532156,9.65544343120582,-0.0772131995169405,2.818260696331988,84.51816666277507,9.193376238508629,-0.0452260946792204
transformer_t_r_set_houses_1,t_r_set,1,1,0.9370649994701616,12.234928373292226,3.497846247806245,-0.0023969289411609,1.8796841394221444,45.91099051515005,6.141928154914889,-0.0349262933583168,0.9370649994701616,12.234928373292226,3.497846247806245,-0.0023969289411609,0.6629265782996697,3.1400335049299493,1.7720139686046352,-0.0693777426700763,2.4447768475335576,67.05273225485911,8.188573273462179,-0.0355828795819486,2.1628539049412856,64.05616173236827,8.003509338556947,-0.0217406105480377,0.6711988275072044,1.851850154802468,1.3608270113436418,-0.1203822536008927,2.135514260177487,31.31424950302493,5.595913643278006,-0.0519216341303927,1.2145368990273884,20.1655443647303,4.49060623576932,-0.0036572796718523,3.033703826985438,72.07472643409274,8.489683529678402,-0.0679159922593901,3.219021197039407,113.41170698655388,10.6494932736987,-0.0484434574191123,1.1055784488470397,19.69222006570657,4.437591696596992,-0.0012598929637674,1.0545552992778706,10.014496151895615,3.16456887298975,-0.0042918714421296,2.11525863438404,52.56606333363213,7.250245742982242,-0.0264216065263274,0.6205311893644552,2.204422043410744,1.4847296196313806,-0.0777033947616629,3.099594144732972,113.87973868975249,10.671445014137142,-0.0408650446579963,1.6121507878373609,17.347530392897724,4.165036661651098,-0.0375072072876014,1.2877111273572774,23.78761700617099,4.87725506880366,-0.0022967188074334,0.7500288847881984,5.657142143516027,2.378474751498537,-0.0245290899110168,1.5452295230623496,53.597541839037966,7.32103420556399,-0.0047814673018129,2.8016964077610527,74.31985350350071,8.620896328311849,-0.0520987418931806,2.7864531692133325,82.57613822878183,9.08714136727177,-0.0405975534941644,1.3099169915529607,34.61047360487417,5.883066683701126,-0.001005792822937,0.942014659889925,5.863647323068325,2.42149691783168,-0.0046644475309081,2.3932780383787606,56.99635349409349,7.549592935655107,-0.0388137617313741,3.048355839640533,98.05658733425923,9.90235261613417,-0.0464910567464629,1.9069627195105057,43.14877814940769,6.568772956146962,-0.0229878977333657,1.426398741973942,27.869344532664137,5.279142405037407,-0.0046852620087722,3.5679218425996964,93.58177728609742,9.673767481498478,-0.0813057384425415,2.775922112666178,84.43607599278064,9.188910489975438,-0.0442108891465515
transformer_absorption_houses_4,absorption,1,4,2.3270027044980743,36.56121092105673,5.455658469610223,-0.1737049590829635,2.586477247925646,45.16301704415821,6.157309117429056,-0.122471126524619,1.7425206441596008,13.236919223029648,3.638257718060892,-0.084489158659232,1.5022142410043786,4.6884455115872825,2.165281854998855,-0.5967088471957951,3.16003844948519,65.4897954918566,8.092576566944338,-0.0114444067829186,2.9032374833431285,62.82968345775341,7.92651773843681,-0.0021774236939082,1.4826155039598463,3.3977587497025423,1.843301046954225,-1.0556677306268694,2.6682842725501543,29.9552452552134,5.473138519644227,-0.0062693834190916,1.953877543718458,20.56058855784278,4.534378519471304,-0.023318984460865,3.551057030573154,69.09468332242737,8.31232117536536,-0.023761323153852,3.847261625147433,109.91437139623078,10.484005503443363,-0.016112063108048,1.8620801353340968,20.40593843765452,4.517293264517428,-0.0375492284636984,1.790175855404604,10.75864585907916,3.2800374783040454,-0.0789180424171942,2.80577564622981,51.30297527161922,7.16260952946754,-0.001758148858463,1.4898884003939077,3.801226073062929,1.949673324704149,-0.8583529662306024,3.736502585072278,111.05931034970892,10.538468121587163,-0.0150862247916241,2.1457575383733034,16.843874616205678,4.104128971682746,-0.0073849658806246,2.0958450507706208,24.1717669708576,4.916479123403007,-0.0184829660063596,1.5985604223072485,7.082920040271165,2.66137559173281,-0.2827426708888252,2.325255408465873,53.552739012957474,7.317973695836674,-0.003941558459285,3.345669577738373,71.76736096164403,8.471561896229291,-0.0159647337461772,3.444761832026241,80.33518082839254,8.962989502860781,-0.0123577394468294,2.1081746143062543,35.1088515772562,5.9252722787443455,-0.0154199046627552,1.761061612698926,6.867810734083043,2.620650822616978,-0.1767155998212224,3.0206569108722765,55.35277287069795,7.439944413145702,-0.0088579125335028,3.7527818305018408,95.1094953205086,9.752409718654595,-0.0150387543602323,2.647142896827905,42.26848843215088,6.501422031536706,-0.0021176491220369,2.212398946027156,27.983894998388543,5.289980623630727,-0.0088147873564008,4.138336358615859,89.52246461684318,9.461631181611509,-0.0344017555231204,3.329430526010188,82.10126929940476,9.06097507442796,-0.0153366130197976
transformer_blr_mod_lvl_houses_4,blr_mod_lvl,1,4,2.2277667040706146,36.92308208413924,5.485947870483835,-0.189133223821746,2.499585807704942,45.69292123227046,6.195749903844666,-0.138663929964512,1.6413125858392377,13.5056790868626,3.675007358749449,-0.1065084181031128,1.386826640091131,4.753628795608493,2.18028181563955,-0.6189078310655625,3.072264956169728,66.01695513046019,8.125081853769855,-0.0195860212732856,2.810662634182361,63.41606532362569,7.963420453776486,-0.0115306248450233,1.3733101578163749,3.482627032617947,1.8661797964338664,-1.1070136334395455,2.5937199948721665,30.33965863824581,5.508144754656128,-0.0191827618483619,1.878298532053866,21.078011153245345,4.591079519377262,-0.0490715723975154,3.5179006558006614,70.16627481375451,8.376531192191342,-0.0396388678546804,3.795836639974792,112.06234544113816,10.5859503796843,-0.0359691783382729,1.7526734075826211,20.537553375630267,4.531837748158055,-0.0442412498950195,1.708875659478284,11.09777989548084,3.331333050819272,-0.1129276971139232,2.774337405515168,52.60669776235648,7.253047481049361,-0.0272150472553265,1.3716998001109937,3.85627417238945,1.9637398433574265,-0.8852650195267122,3.6529755242514312,111.38530889672082,10.553923862560351,-0.0180658636290236,2.0720836595697105,17.146134565390817,4.140789123511461,-0.0254622868970069,2.0027023503657992,24.65247701166897,4.965126082152293,-0.038737794242341,1.4641713936226683,7.10320742096985,2.665184312757722,-0.2864167895792644,2.2139465016921385,53.69172743598872,7.327463915707038,-0.0065471442163891,3.315885437546477,72.77670933006462,8.5309266395899,-0.0302534345237956,3.379942636319617,81.35692157021855,9.019807180323676,-0.0252333829324002,1.9839738475907904,35.09549046113792,5.924144702920239,-0.0150334738156621,1.618211593358838,7.0830700952904,2.6614037828353667,-0.2135976657586831,2.935852956581077,55.52933044446645,7.451800483404427,-0.0120758453682319,3.658529400564016,95.86498368087152,9.791066524177614,-0.0231015661925555,2.5690092007027543,42.647944821346286,6.530539397427006,-0.0111139477546418,2.1130162984612304,28.45513452952296,5.334335434665031,-0.0258028945310206,4.072415556107727,91.05979186734066,9.542525444940695,-0.0521650511778379,3.2579671895167173,82.63401175115838,9.09032517301545,-0.0219249754311414
transformer_insulation_houses_4,insulation,1,4,2.2066132933546365,36.42341722460984,5.4290668401701225,-0.142865471869455,2.477557283243015,45.18007031492958,6.143953932512892,-0.0982679496576983,1.619051064378899,12.960600093602771,3.6000833453689336,-0.0618505752286913,1.399861827776437,4.391554440062611,2.0956035980267385,-0.4955988738826042,3.033237349260444,65.41252845244773,8.087801212471021,-0.0102510710234773,2.774302932002766,62.92898591232622,7.932779204813797,-0.0037613673430472,1.3518511199549528,3.005396686135108,1.733607996674885,-0.8182859468647228,2.586235608128834,30.103191123593604,5.4866375061228165,-0.0112392441725421,1.856888862561988,20.416863208225426,4.518502319156805,-0.0161656445456277,3.4631599775498385,69.52536065692637,8.33818689265996,-0.0301425782174524,3.74094276056425,110.51955448413352,10.51282809162851,-0.0217067258277048,1.7486344033262866,20.193004387149166,4.493662691741467,-0.026722499740059,1.6842736657306612,10.475948651078522,3.2366570178315963,-0.0505680881340961,2.6953414970493954,51.28305842774198,7.161219060169992,-0.0013692462548988,1.3700540272771482,3.4305388272489736,1.8521713817163288,-0.6771304528726583,3.632290566471466,111.43731355205156,10.556387334313362,-0.0185411881118124,2.0590834031654546,16.741957912172175,4.091693770576212,-0.0012896132521331,1.9836272502982424,23.975764067861064,4.896505291313496,-0.0102243385658906,1.4715479115238783,6.760056565316886,2.6000108779227995,-0.2242709171713262,2.2102497837966504,53.459201346665445,7.311579948729648,-0.0021880281599642,3.261341848860815,72.00814864998601,8.48576152445884,-0.0193734114012624,3.3473698602220563,80.4835218854015,8.971260886040573,-0.0142270850509533,2.000403685728025,34.88820966621748,5.906624219147302,-0.0090384886321206,1.5841663307137512,6.540770400396488,2.5574929912702573,-0.1206812276871573,2.916359218556478,55.57211112641957,7.454670423728976,-0.0128555647436716,3.6511676624763583,95.54185280353596,9.774551283999482,-0.019653010797308,2.556263139557322,42.30174853196337,6.503979438156564,-0.0029061924144488,2.10981774183014,27.993624802757967,5.290900188319372,-0.0091655451950127,4.033898101666583,90.3137768258424,9.503356082239703,-0.0435451000641662,3.230182330375289,82.3773253307685,9.07619553176156,-0.0187505650607433
transformer_t_out_houses_4,t_out,1,4,2.271405919351205,36.34012594770621,5.430655309578335,-0.1515139901436347,2.524360907626748,45.090024160426985,6.144464224121057,-0.1079849638408971,1.6802058358906906,13.100638093797697,3.6194803623997873,-0.0733237655120835,1.4329032122707634,4.485436353822551,2.1178848773770853,-0.5275715355935477,3.0824966698199616,65.03017019133662,8.064128607068257,-0.0043458132396752,2.890017959423407,62.74425915186799,7.921127391468211,-0.0008148462292325,1.4252359255736955,3.2389321846401966,1.7997033601791703,-0.9595765515242722,2.628082089290194,30.03059212099805,5.480017529260107,-0.0088004674923245,1.895675468973857,20.47554505091274,4.524991165838088,-0.0190862926338752,3.5144873546005844,69.34337875517473,8.32726718408715,-0.0274461908317817,3.7894833598177815,110.0294676345745,10.48949320198905,-0.0171760793482613,1.804659983482032,20.302690822851808,4.5058507324202175,-0.0322995564916752,1.7194356008746527,10.55124562883728,3.2482680968228714,-0.0581191562617633,2.76398554973986,51.32463961572878,7.164121691856495,-0.0021811737052033,1.41915224115823,3.5890483465775698,1.894478383771525,-0.7546229854813611,3.682836730297508,111.31141120361085,10.55042232347174,-0.0173904359671523,2.073459166278885,16.661362661252785,4.081833247604902,0.0035305629809238,2.018397280437965,23.88351987541357,4.887076823154469,-0.0063376082811783,1.514955402417049,6.866970589961292,2.6204905246845085,-0.2436334372545856,2.2581757623930936,53.38062166621253,7.306204326886331,-0.0007149119699831,3.2782062152290647,71.66900385099889,8.465754771489598,-0.0145723548933163,3.374300805892416,80.27211741022077,8.95947082199729,-0.011563034825452,2.043441535376172,34.92215456241008,5.909496980489124,-0.010020244562819,1.6397753297416655,6.730550376093126,2.5943304292424134,-0.1531977116997067,2.967280223054673,55.27061596742382,7.434421024358509,-0.0073605233759352,3.685996701750773,95.36631398194127,9.765567775707732,-0.017779604717147,2.589529204757416,42.15888129919945,6.492987086018226,0.0004809591196079,2.1525931575181536,27.9497675586708,5.286753971830994,-0.007584498797784,4.099620843145265,89.8106850838809,9.476849955754332,-0.0377320453934615,3.257715804343132,82.02065645354483,9.056525628161433,-0.0143396835620741
transformer_t_r_set_houses_4,t_r_set,1,4,2.310330639621638,36.51356478254006,5.451262938274648,-0.1698729857364166,2.565187593804605,45.2558981925341,6.161799690832432,-0.1212739599857214,1.7174860346584404,13.252556851009542,3.640406138195235,-0.085770335776482,1.4781843950219582,4.647119378258636,2.1557178336365443,-0.5826347148329174,3.1750495561263974,65.30166299593256,8.080944437126924,-0.0085388310469414,2.8706025726797555,62.8529199049595,7.927983344139889,-0.0025480612893258,1.4445578231351923,3.2730605478314603,1.80916017749437,-0.9802244491767254,2.645210459206901,29.990960179647423,5.476400293956553,-0.0074691344037001,1.939257218431288,20.669573723827543,4.546380288078368,-0.0287432741918518,3.537007308890933,69.39436609047041,8.330328090205716,-0.0282016594052891,3.8177198281617817,110.64478897419936,10.518782675490511,-0.0228644659344594,1.8235259853273973,20.260967209394018,4.5012184138735165,-0.0301781003731782,1.7688229259153012,10.791287764049118,3.285009553113829,-0.0821914971504693,2.8093109855166216,51.832306172621145,7.199465686606274,-0.0120940317329896,1.4939971778440004,3.8593064646838826,1.964511762419325,-0.8867474542126585,3.700372177561008,111.04620798910632,10.53784645879348,-0.0149664687286912,2.1245827229767507,16.859879784006896,4.106078394771208,-0.0083421901408637,2.118493714983478,24.417680646108305,4.94142496109253,-0.0288445953259164,1.5544236624471297,6.992703647133741,2.644372070479822,-0.2664041528153715,2.291136445682033,53.559662113609946,7.31844670087922,-0.0040713443224862,3.340880948095433,71.93965644430932,8.48172485077825,-0.0184038109509916,3.414239554529037,80.41209835209762,8.967279317167366,-0.0133270289861653,2.0780418950825146,34.94408457356954,5.911352178103546,-0.0106545054070472,1.6760373951279814,6.82968381043544,2.613366375087014,-0.1701830165037037,2.983151177639586,55.22228414124748,7.43116976937329,-0.0064796290189552,3.7262062897241406,95.2895460672011,9.761636444121503,-0.0169603131386717,2.70911344536987,42.69468437614115,6.534116954580867,-0.0122220671719457,2.182458135118952,28.04475755399813,5.29573012473239,-0.0110088724220895,4.112830738984921,90.19064739126034,9.49687566472576,-0.0421223811540845,3.292552052290116,81.9506962438449,9.052662384284798,-0.0134744939862272
transformer_blr_mod_lvl_houses_28,blr_mod_lvl,1,28,2.513495193731941,43.75030804085696,6.013476189610668,0.0006148556861063,2.513495193731941,43.75030804085696,6.013476189610668,0.0006148556861063,1.0126320801954285,12.281794707403384,3.504539157635905,-0.0062366465063739,0.454685397408717,3.0431711905772154,1.744468741645208,-0.0363900682042688,3.634669779372445,64.78708779047095,8.049042662979923,-0.0005915743861955,3.0859435799138906,60.980956666018216,7.809030456210182,0.0273110625006787,0.4155979648527566,1.7405146632501254,1.3192856640053834,-0.0530235050500011,2.5945252270184613,29.19175525412028,5.402939501245621,0.0193780985527938,1.539373558082224,20.077976703460056,4.480845534434327,0.0007010415868677,4.247660837638042,67.41784362853339,8.210836962730012,0.0010840562761017,4.97798479284683,107.30628580593203,10.358874736472686,0.0079985895414493,1.2550502351687127,19.764483775808515,4.445726462099137,-0.0049341741976847,1.167549911750405,10.372562704392488,3.2206463178052456,-0.0402001510653409,3.287431377847552,51.71764327139766,7.191497985218216,-0.0098550875964105,0.4212032405894177,2.10424669097883,1.4506021821915305,-0.0287294164302087,4.723953453302114,108.86779585727332,10.433973157779988,0.0049442991302269,2.003204603412246,17.069374948101142,4.131510008229575,-0.0208715091688158,1.669946059309038,23.678879682343467,4.866094910946916,0.0022849533649544,0.5847205402968155,5.596431900161601,2.365677894422992,-0.0135342432562137,2.009843677918145,52.24534385193168,7.228094067728482,0.0205678944589884,3.994324013179341,69.41101607492135,8.331327389733364,0.0173925372106354,4.100121217253888,77.50255310936271,8.80355343650294,0.023338110923618,1.6409132874233168,35.60046420419822,5.966612456343903,-0.0296383488542892,0.8058331702790615,5.832456344115904,2.4150478968575144,0.0006797462636278,3.232003712383369,53.4857872072585,7.313397788118632,0.0251697099588212,4.263952351686384,90.5579266722531,9.516192866490943,0.0335370324793578,2.6279703707707647,40.020209499117776,6.326152819772676,0.0511854161758897,1.7403113228071951,27.06693326211928,5.202589092184706,0.0242415316099894,4.815517979443596,86.46258336832733,9.29852587071345,0.0009541358579294,4.070941682344197,80.82454631016606,8.990247288599244,0.0004524680348494
